area,area_code,proc_code,proc,comm_code,source_code,source,item_code,item,tcf
Tajikistan,208,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Tajikistan,208,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Tajikistan,208,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Tajikistan,208,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Swaziland,209,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Swaziland,209,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Swaziland,209,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Swaziland,209,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Swaziland,209,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Swaziland,209,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Swaziland,209,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Swaziland,209,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Swaziland,209,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.12
Sweden,210,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Sweden,210,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Sweden,210,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Sweden,210,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Sweden,210,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.15
Sweden,210,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Sweden,210,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Sweden,210,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Sweden,210,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Switzerland,211,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Switzerland,211,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Switzerland,211,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Switzerland,211,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Switzerland,211,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.17
Switzerland,211,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Switzerland,211,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Switzerland,211,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.78
Switzerland,211,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Syrian Arab Republic,212,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Syrian Arab Republic,212,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Syrian Arab Republic,212,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Syrian Arab Republic,212,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.1
Syrian Arab Republic,212,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Syrian Arab Republic,212,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Syrian Arab Republic,212,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Syrian Arab Republic,212,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Syrian Arab Republic,212,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Turkmenistan,213,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Turkmenistan,213,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Turkmenistan,213,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Turkmenistan,213,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Turkmenistan,213,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Turkmenistan,213,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Turkmenistan,213,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.6
Turkmenistan,213,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Turkmenistan,213,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
"China, Taiwan Province of",214,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
"China, Taiwan Province of",214,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.08
"China, Taiwan Province of",214,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
"China, Taiwan Province of",214,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
"China, Taiwan Province of",214,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
"China, Taiwan Province of",214,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
"China, Taiwan Province of",214,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.74
"China, Taiwan Province of",214,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
"China, Taiwan Province of",214,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
United Republic of Tanzania,215,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
United Republic of Tanzania,215,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
United Republic of Tanzania,215,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
United Republic of Tanzania,215,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
United Republic of Tanzania,215,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
United Republic of Tanzania,215,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
United Republic of Tanzania,215,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
United Republic of Tanzania,215,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.089
United Republic of Tanzania,215,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.08
Thailand,216,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Thailand,216,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Thailand,216,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Thailand,216,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Thailand,216,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Thailand,216,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Thailand,216,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Thailand,216,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Thailand,216,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Togo,217,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Togo,217,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Togo,217,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Togo,217,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Togo,217,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Togo,217,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Togo,217,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Togo,217,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Togo,217,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Tokelau,218,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Tokelau,218,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Tokelau,218,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Tokelau,218,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Tokelau,218,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Tokelau,218,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Tokelau,218,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Tokelau,218,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Tokelau,218,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Tonga,219,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Tonga,219,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Tonga,219,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Tonga,219,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Tonga,219,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Tonga,219,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Tonga,219,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Tonga,219,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Tonga,219,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Trinidad and Tobago,220,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Trinidad and Tobago,220,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.084
Trinidad and Tobago,220,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Trinidad and Tobago,220,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Trinidad and Tobago,220,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Trinidad and Tobago,220,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Trinidad and Tobago,220,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Trinidad and Tobago,220,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Trinidad and Tobago,220,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Oman,221,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Oman,221,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Oman,221,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Oman,221,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Oman,221,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Oman,221,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Oman,221,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Oman,221,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Oman,221,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Tunisia,222,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Tunisia,222,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Tunisia,222,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Tunisia,222,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Tunisia,222,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.091
Tunisia,222,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Tunisia,222,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Tunisia,222,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Tunisia,222,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Turkey,223,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Turkey,223,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Turkey,223,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.13
Turkey,223,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Turkey,223,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Turkey,223,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Turkey,223,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Turkey,223,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.59
Turkey,223,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Turks and Caicos Islands,224,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Turks and Caicos Islands,224,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Turks and Caicos Islands,224,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Turks and Caicos Islands,224,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Turks and Caicos Islands,224,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Turks and Caicos Islands,224,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Turks and Caicos Islands,224,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Turks and Caicos Islands,224,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Turks and Caicos Islands,224,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
United Arab Emirates,225,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
United Arab Emirates,225,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
United Arab Emirates,225,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
United Arab Emirates,225,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
United Arab Emirates,225,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
United Arab Emirates,225,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
United Arab Emirates,225,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
United Arab Emirates,225,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
United Arab Emirates,225,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Uganda,226,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Uganda,226,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Uganda,226,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Uganda,226,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Uganda,226,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.1
Uganda,226,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Uganda,226,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Uganda,226,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Uganda,226,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.092
Tuvalu,227,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Tuvalu,227,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Tuvalu,227,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Tuvalu,227,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Tuvalu,227,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Tuvalu,227,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Tuvalu,227,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Tuvalu,227,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Tuvalu,227,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
USSR,228,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
USSR,228,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
USSR,228,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
USSR,228,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
USSR,228,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.78
USSR,228,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
USSR,228,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
USSR,228,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
USSR,228,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
United Kingdom,229,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
United Kingdom,229,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.75
United Kingdom,229,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
United Kingdom,229,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
United Kingdom,229,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
United Kingdom,229,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
United Kingdom,229,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
United Kingdom,229,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.16
United Kingdom,229,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Ukraine,230,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Ukraine,230,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Ukraine,230,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Ukraine,230,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Ukraine,230,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.12
Ukraine,230,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Ukraine,230,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Ukraine,230,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.61
Ukraine,230,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
United States of America,231,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
United States of America,231,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
United States of America,231,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
United States of America,231,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.66
United States of America,231,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
United States of America,231,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
United States of America,231,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
United States of America,231,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
United States of America,231,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
US Minor Is.,232,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
US Minor Is.,232,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
US Minor Is.,232,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
US Minor Is.,232,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
US Minor Is.,232,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
US Minor Is.,232,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
US Minor Is.,232,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
US Minor Is.,232,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
US Minor Is.,232,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Burkina Faso,233,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Burkina Faso,233,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Burkina Faso,233,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Burkina Faso,233,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Burkina Faso,233,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.1
Burkina Faso,233,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Burkina Faso,233,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Burkina Faso,233,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Burkina Faso,233,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Uruguay,234,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Uruguay,234,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Uruguay,234,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Uruguay,234,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Uruguay,234,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Uruguay,234,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Uruguay,234,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.77
Uruguay,234,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.1
Uruguay,234,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.13
Uzbekistan,235,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Uzbekistan,235,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Uzbekistan,235,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Uzbekistan,235,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Uzbekistan,235,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Uzbekistan,235,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Uzbekistan,235,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.6
Uzbekistan,235,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Uzbekistan,235,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Venezuela (Bolivarian Republic of),236,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Venezuela (Bolivarian Republic of),236,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Venezuela (Bolivarian Republic of),236,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.1
Venezuela (Bolivarian Republic of),236,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Venezuela (Bolivarian Republic of),236,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Venezuela (Bolivarian Republic of),236,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Venezuela (Bolivarian Republic of),236,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Venezuela (Bolivarian Republic of),236,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Venezuela (Bolivarian Republic of),236,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
